txn_id,user_id,raw_description,amount,currency,timestamp,channel,counterparty_ref,txn_type,true_merchant_id,true_merchant_name,true_category,true_intent,is_ambiguous,is_in_directory,is_recurring_instance,corruption_ops,expected_counterparty_id,mark_for_correction,is_golden
T015861,U0009,STC PAY TRANSFER,-3531.42,SAR,2025-11-04T18:18:51,wallet,CP-U0009-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T016352,U0052,POS مركز طبي آلطائف 6 ٩٠٧٢٤,-438.26,SAR,2025-11-26T09:48:47,pos,,purchase,M0234,Tif Medical Center 6,health,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""prefix_inject"", ""id_inject""]",,False,True
T016726,U0100,MADA ALDREES,-364.08,SAR,2026-01-06T19:06:50,pos,,purchase,M0039,Aldrees,transport,,False,True,False,"[""uppercase"", ""prefix_inject""]",,False,True
T016920,U0145,MADA TRANSFER,17630.97,SAR,2025-11-25T12:18:00,transfer,CP-U0145-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T017050,U0101,اـلعثيم,-308.31,SAR,2026-06-17T09:12:18,ecom,,purchase,M0136,Othaim,groceries,,False,True,False,"[""arabic_base"", ""arabic_noise""]",,False,True
T017100,U0001,BANK TRANSFER,-3447.03,SAR,2026-01-09T16:09:43,wallet,CP-U0001-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T017129,U0031,BANK TRANSFER REF208652,-24.0,SAR,2025-11-23T18:51:27,wallet,CP-U0031-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template"", ""id_inject""]",friend:1,False,True
T017261,U0067,MOBILY,-260.49,SAR,2026-06-05T14:43:22,ecom,,purchase,M0328,Mobily,telecom,,False,True,False,"[""known_pattern""]",,False,True
T017500,U0133,وكالة سفريات حائل RYD,-1324.25,SAR,2026-03-24T16:03:31,ecom,,purchase,M0500,Hail Travel Agency,travel,,False,False,False,"[""arabic_base"", ""city_code""]",,False,True
T017618,U0029,URPAY TRANSFER REF389203,7789.58,SAR,2025-11-27T09:52:00,wallet,CP-U0029-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template"", ""id_inject""]",employer,False,True
T017725,U0083,CNTR 5819,-490.63,SAR,2025-09-16T15:16:28,ecom,,purchase,M0111,Centrepoint,shopping,,False,False,False,"[""abbreviate"", ""space_symbol"", ""id_inject""]",,False,True
T017729,U0149,الدانوب,-143.0,SAR,2026-03-25T14:00:29,ecom,,purchase,M0337,Danube,groceries,,False,True,False,"[""arabic_base"", ""truncate""]",,False,True
T017775,U0042,صالة ألعاب أبها#٥٩١٧٧,-40.77,SAR,2026-06-27T18:14:59,ecom,,purchase,M0160,Abha Game Zone,entertainment,,False,False,False,"[""arabic_base"", ""id_inject""]",,False,True
T017971,U0058,S2SWD0,-91.21,SAR,2026-02-02T14:14:00,pos,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T018143,U0139,MAK_CAFE,-27.47,SAR,2026-01-15T22:43:44,ecom,,purchase,M0155,Mak Cafe,food,,False,True,False,"[""known_pattern""]",,False,True
T018512,U0047,APPLEPAY *MADTELECOM#98295,-79.05,SAR,2025-09-16T22:42:05,ecom,,purchase,M0064,Mad Telecom,telecom,,False,True,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T019396,U0100,جإهز JED,-109.97,SAR,2026-03-22T19:14:21,pos,,purchase,M0118,Jahez,food,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""city_code""]",,False,True
T019474,U0077,HAIL EATERY,-58.71,SAR,2025-11-14T15:44:06,pos,,purchase,M0029,Hail Eatery,food,,False,False,False,"[""uppercase""]",,False,True
T019761,U0080,APPLEPAY *PND#79125,-51.76,SAR,2025-09-03T21:33:29,pos,,purchase,M0051,Panda,groceries,,False,True,False,"[""abbreviate"", ""prefix_inject"", ""id_inject""]",,False,True
T019871,U0081,STC PAY TRANSFER,-10850,SAR,2026-02-27T12:29:00,wallet,CP-U0081-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template""]",landlord,False,True
T020124,U0003,UNKNOWN MERCHANT,-218.08,SAR,2025-10-17T18:17:54,pos,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T020147,U0030,SALARY TRANSFER - ARAMCO SVC,27104.43,SAR,2026-02-10T10:18:00,transfer,CP-U0030-EMPLOYER,income,,,income,,False,False,True,"[""known_template""]",employer,False,True
T020177,U0085,TABUK_STORE_65,-336.38,SAR,2025-10-23T08:49:55,pos,,purchase,M0374,Tabuk Store 65,shopping,,False,False,False,"[""known_pattern""]",,False,True
T020179,U0045,MADA TRANSFER,-50.0,SAR,2025-10-25T14:43:13,transfer,CP-U0045-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T020588,U0108,جـاهز SA,-77.69,SAR,2025-12-04T10:30:36,pos,,purchase,M0118,Jahez,food,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""city_code""]",,False,True
T020717,U0121,STC PAY TRANSFER,100.0,SAR,2025-11-05T18:45:53,wallet,CP-U0121-ONE-c3a13,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T020765,U0036,MADA TRANSFER,12771.08,SAR,2025-10-28T11:18:00,wallet,CP-U0036-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T020859,U0086,هًنقرستيشن JED,-64.66,SAR,2026-01-11T22:45:56,ecom,,purchase,M0346,HungerStation,food,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""city_code""]",,False,True
T020997,U0065,STC PAY TRANSFER,-3543.35,SAR,2026-04-28T09:58:50,wallet,CP-U0065-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T021429,U0030,PURCHASE,-46.18,SAR,2026-06-30T11:53:14,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T021700,U0007,STC PAY TRANSFER,200.0,SAR,2026-06-05T08:08:35,wallet,CP-U0007-ONE-9cd05,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T021796,U0142,LRWVGVWSVWK,-70.59,SAR,2025-10-17T19:56:53,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T021804,U0072,STC PAY TRANSFER REF212160,-112.09,SAR,2026-06-29T23:53:28,wallet,CP-U0072-ONE-8554c,transfer,,,food,personal,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T021949,U0083,STC PAY TRANSFER,-6350,SAR,2025-12-28T11:21:00,wallet,CP-U0083-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template""]",landlord,False,True
T022780,U0061,STC PAY TRANSFER,-3496.82,SAR,2026-06-21T14:58:22,wallet,CP-U0061-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T022936,U0069,APPLEPAY *OTHAIM,-146.83,SAR,2025-11-01T11:46:48,pos,,purchase,M0136,Othaim,groceries,,False,True,False,"[""uppercase"", ""space_symbol"", ""prefix_inject""]",,False,True
T023066,U0029,SASCO,-34.08,SAR,2026-05-24T09:57:06,pos,,purchase,M0165,Sasco,transport,,False,True,False,"[""uppercase"", ""space_symbol""]",,False,True
T023446,U0056,ATM WITHDRAWAL RYD,-302.77,SAR,2025-12-25T17:50:13,atm,,cash,,,cash,,False,False,False,"[""city_code""]",,False,True
T023557,U0086,STC PAY TRANSFER,-2017.06,SAR,2026-06-14T21:07:36,wallet,CP-U0086-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T023771,U0085,STC PAY TRANSFER,-4450,SAR,2026-06-26T16:06:00,wallet,CP-U0085-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template""]",landlord,False,True
T023971,U0069,STC PAY TRANSFER,-2066.87,SAR,2026-03-14T18:17:51,wallet,CP-U0069-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T024018,U0019,STC PAY TRANSFER,-20.0,SAR,2026-06-29T14:40:33,wallet,CP-U0019-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T024064,U0070,BANK TRANSFER,-100.0,SAR,2026-04-29T07:59:48,transfer,CP-U0070-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T024077,U0073,أيكيا#94241,-208.52,SAR,2026-04-11T20:43:48,ecom,,purchase,M0290,IKEA,shopping,,False,True,False,"[""arabic_base"", ""arabic_noise"", ""id_inject""]",,False,True
T024127,U0134,STC PAY TRANSFER REF433693,-100.0,SAR,2026-01-07T09:45:12,wallet,CP-U0134-ONE-ac552,transfer,,,transfer,gift,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T024188,U0090,مُرـافق تبوك,-204.35,SAR,2025-11-11T17:22:00,sadad,,purchase,M0085,Tabuk Utility Co,bills,,False,True,True,"[""arabic_base"", ""arabic_noise""]",,False,True
T024384,U0118,ATM WITHDRAWAL SA,-583.0,SAR,2026-03-14T22:26:12,atm,,cash,,,cash,,False,False,False,"[""city_code""]",,False,True
T024480,U0095,KHOBAR_TAXI_SERVICE 37184,-200.54,SAR,2025-11-07T16:02:43,pos,,purchase,M0256,Khobar Taxi Service,transport,,False,False,False,"[""known_pattern"", ""id_inject""]",,False,True
T024542,U0105,STC PAY TRANSFER,-500.0,SAR,2026-01-12T22:04:41,wallet,CP-U0105-ONE-52a99,transfer,,,transfer,gift,True,False,False,"[""known_template""]",unknown,False,True
T024550,U0059,JED TAXI SERVICE_1451,-125.75,SAR,2026-01-06T17:13:25,pos,,purchase,M0462,Jed Taxi Service,transport,,False,True,False,"[""uppercase"", ""id_inject""]",,False,True
T024729,U0127,محل جوالات ج,-308.85,SAR,2025-12-21T08:42:33,sadad,,purchase,M0450,Jizan Mobile Shop,telecom,,False,True,False,"[""arabic_base"", ""city_code"", ""truncate""]",,False,True
T024854,U0124,محل جوألات مكة,-172.79,SAR,2025-09-21T21:32:00,sadad,,purchase,M0190,Mak Mobile Shop,telecom,,False,True,True,"[""arabic_base"", ""arabic_noise""]",,False,True
T024940,U0146,STC PAY TRANSFER,19037.68,SAR,2026-06-26T11:21:00,wallet,CP-U0146-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T025123,U0060,POS STC RYD,-161.05,SAR,2026-02-11T18:35:15,sadad,,purchase,M0242,STC,telecom,,False,True,False,"[""abbreviate"", ""prefix_inject"", ""city_code""]",,False,True
T025167,U0139,STC PAY TRANSFER REF466899,-50.0,SAR,2026-01-10T08:41:31,transfer,CP-U0139-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template"", ""id_inject""]",wallet_provider,False,True
T025256,U0023,ATM WITHDRAWAL,-612.47,SAR,2025-12-30T23:06:15,atm,,cash,,,cash,,False,False,False,[],,False,True
T025396,U0140,STC PAY TRANSFER,-58.45,SAR,2026-03-04T18:53:49,wallet,CP-U0140-ONE-ae1cd,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T025490,U0100,BANK TRANSFER REF137047,-30.99,SAR,2026-02-08T20:20:00,wallet,CP-U0100-ONE-8d904,transfer,,,food,personal,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T025533,U0024,TAMIMI,-318.28,SAR,2025-10-02T11:47:16,pos,,purchase,M0049,Tamimi,groceries,,False,True,False,"[""uppercase""]",,False,True
T025631,U0042,ATM WITHDRAWAL,-385.27,SAR,2026-01-08T17:35:02,atm,,cash,,,cash,,False,False,False,[],,False,True
T025809,U0061,STC PAY TRANSFER,-1376.92,SAR,2026-06-17T17:37:29,wallet,CP-U0061-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T025941,U0027,او اس ان,-13.42,USD,2025-11-19T10:12:32,ecom,,purchase,M0058,OSN,entertainment,,False,True,False,"[""arabic_base""]",,False,True
T026193,U0062,SP *MAK CAFE,-6.6,SAR,2026-02-26T09:43:59,ecom,,purchase,M0155,Mak Cafe,food,,False,True,False,"[""uppercase"", ""prefix_inject""]",,False,True
T026279,U0069,MADA TRANSFER,-3272.9,SAR,2025-10-14T07:07:46,wallet,CP-U0069-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T026339,U0086,WALLET TRANSFER REF833112,-3050,SAR,2025-12-27T20:48:00,transfer,CP-U0086-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template"", ""id_inject""]",landlord,False,True
T026460,U0113,SP*TABUKGRI,-46.67,SAR,2025-10-21T18:53:56,pos,,purchase,M0283,Tabuk Grill,food,,False,False,False,"[""known_pattern""]",,False,True
T026500,U0018,STC PAY TRANSFER,-50.0,SAR,2025-12-18T18:24:07,wallet,CP-U0018-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T026525,U0107,SP *CRF#65425,-230.42,SAR,2026-01-29T13:37:18,pos,,purchase,M0199,Carrefour,groceries,,False,True,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T026539,U0125,WALLET TRANSFER,-2169.55,SAR,2025-12-20T21:17:49,transfer,CP-U0125-BENEFICIARY1,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:1,False,True
T026572,U0083,BUSINESS REVENUE TRANSFER,38328.96,SAR,2025-08-16T08:29:00,transfer,CP-U0083-SELF,income,,,income,,False,False,False,"[""known_template""]",self,False,True
T026746,U0056,BOULEVARD RIYADH CITY 70023 SA,-9.13,USD,2026-05-02T22:55:51,ecom,,purchase,M0206,Boulevard Riyadh City,entertainment,,False,True,False,"[""known_pattern"", ""id_inject"", ""city_code""]",,False,True
T027034,U0080,موبـإيلي_60485,-259.43,SAR,2025-08-05T18:03:00,sadad,,purchase,M0328,Mobily,telecom,,False,True,True,"[""arabic_base"", ""arabic_noise"", ""id_inject""]",,False,True
T027376,U0052,STC PAY TRANSFER,14220.82,SAR,2026-01-27T08:20:00,wallet,CP-U0052-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T027460,U0096,محل بقالة ينبع_٥٧٢٥٠,-123.15,SAR,2025-12-14T10:40:19,pos,,purchase,M0069,Yanbu Store,groceries,,False,False,False,"[""arabic_base"", ""id_inject""]",,False,True
T027890,U0068,URPAY TRANSFER,128.0,SAR,2026-01-21T07:35:33,transfer,CP-U0068-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T028099,U0078,APPLEPAY *BARN'S CAFE,-52.28,SAR,2026-04-13T10:19:40,ecom,,purchase,M0292,Barn's,food,,False,False,False,"[""known_pattern"", ""prefix_inject""]",,False,True
T028130,U0095,APPLEPAY *JEDINSTITUTE,-394.69,SAR,2026-06-24T19:47:00,sadad,,purchase,M0254,Jed Institute,education,,False,False,False,"[""known_pattern"", ""prefix_inject""]",,False,True
T028166,U0068,S3KXVE0ZL,-169.94,SAR,2026-02-23T07:37:35,ecom,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
T028169,U0108,PLAYSTATION_STORE,-10.38,USD,2025-11-08T22:08:08,ecom,,purchase,M0381,PlayStation Store,entertainment,,False,True,False,"[""known_pattern""]",,False,True
T028356,U0044,وكالة سفريات القصيم#5434,-1108.53,SAR,2026-04-27T14:21:47,pos,,purchase,M0332,Qassim Travel Agency,travel,,False,False,False,"[""arabic_base"", ""id_inject""]",,False,True
T028362,U0139,BANK TRANSFER,-96.0,SAR,2025-12-13T13:51:20,transfer,CP-U0139-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T028736,U0042,WALLET TRANSFER,-4974.18,SAR,2026-01-31T07:44:40,wallet,CP-U0042-BENEFICIARY2,transfer,,,transfer,remittance,True,False,False,"[""known_template""]",beneficiary:2,False,True
T028789,U0061,URPAY TRANSFER REF664919,-22.0,SAR,2025-10-31T16:37:44,transfer,CP-U0061-FRIEND2,transfer,,,transfer,split,True,False,False,"[""known_template"", ""id_inject""]",friend:2,False,True
T028831,U0047,TMC,-169.71,SAR,2026-06-21T11:12:03,pos,,purchase,M0106,Tabuk Medical Center,health,,False,False,False,"[""abbreviate""]",,False,True
T028912,U0091,SP *TAMIMI,-459.21,SAR,2026-05-29T22:18:32,pos,,purchase,M0049,Tamimi,groceries,,False,True,False,"[""uppercase"", ""prefix_inject""]",,False,True
T028961,U0022,URPAY TRANSFER,-3100,SAR,2026-02-27T13:40:00,transfer,CP-U0022-LANDLORD,transfer,,,bills,bill,True,False,True,"[""known_template""]",landlord,False,True
T029276,U0059,STC PAY TRANSFER,19942.25,SAR,2025-12-25T09:13:00,wallet,CP-U0059-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T029411,U0150,STC PAY TRANSFER,91.0,SAR,2026-06-03T17:26:07,wallet,CP-U0150-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T029472,U0016,TIF PHARMACY,-366.21,SAR,2026-01-21T16:23:59,pos,,purchase,M0320,Tif Pharmacy 82,health,,False,True,False,"[""uppercase"", ""truncate""]",,False,True
T029685,U0075,STC PAY TRANSFER,-76.0,SAR,2026-01-24T17:18:05,wallet,CP-U0075-FRIEND1,transfer,,,transfer,split,True,False,False,"[""known_template""]",friend:1,False,True
T029691,U0043,STC PAY TRANSFER,-50.0,SAR,2025-09-07T08:54:05,wallet,CP-U0043-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T029877,U0081,STC PAY TRANSFER,9287.11,SAR,2026-02-27T10:18:00,wallet,CP-U0081-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T030171,U0022,FLYADEAL,-349.18,USD,2026-06-10T18:58:30,ecom,,purchase,M0461,flyadeal,travel,,False,True,False,"[""known_pattern""]",,False,True
T030350,U0026,STC PAY TRANSFER,-176.87,SAR,2026-02-04T18:40:44,wallet,CP-U0026-ONE-eecf6,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T030353,U0023,JIZAN MART 90,-81.46,SAR,2025-11-16T17:15:40,pos,,purchase,M0174,Jizan Mart 90,groceries,,False,False,False,"[""uppercase""]",,False,True
T030358,U0075,URPAY TRANSFER REF310030,-200.0,SAR,2026-06-27T17:48:50,wallet,CP-U0075-ONE-735e5,transfer,,,transfer,gift,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T030372,U0097,STC PAY TRANSFER REF739617,-100.0,SAR,2026-04-19T07:20:37,wallet,CP-U0097-ONE-76ba3,transfer,,,transfer,gift,True,False,False,"[""known_template"", ""id_inject""]",unknown,False,True
T030543,U0052,STC PAY TRANSFER,-100.0,SAR,2026-01-14T14:17:43,wallet,CP-U0052-WALLET,transfer,,,transfer,topup,True,False,False,"[""known_template""]",wallet_provider,False,True
T030558,U0032,MADA DMM PHARMACY 87271,-506.59,SAR,2026-01-25T11:50:15,pos,,purchase,M0313,Dmm Pharmacy,health,,False,False,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T030848,U0030,ATM WITHDRAWAL,-989.59,SAR,2026-06-10T12:04:53,atm,,cash,,,cash,,False,False,False,[],,False,True
T030887,U0004,BANK TRANSFER,-163.5,SAR,2026-03-24T19:23:54,transfer,CP-U0004-ONE-e45cf,transfer,,,food,personal,True,False,False,"[""known_template""]",unknown,False,True
T031070,U0049,SP *KUDU,-46.28,SAR,2026-03-26T21:13:26,pos,,purchase,M0342,Kudu,food,,False,True,False,"[""known_pattern"", ""prefix_inject""]",,False,True
T031123,U0149,زين,-50.9,SAR,2026-06-10T17:27:15,sadad,,purchase,M0418,Zain,telecom,,False,True,False,"[""arabic_base""]",,False,True
T031147,U0117,ALDREES,-145.83,SAR,2026-05-31T10:41:03,pos,,purchase,M0039,Aldrees,transport,,False,True,False,"[""known_pattern""]",,False,True
T031166,U0038,STC PAY TRANSFER,17564.53,SAR,2026-04-27T08:38:00,wallet,CP-U0038-EMPLOYER2,transfer,,,income,salary,True,False,True,"[""known_template""]",employer,False,True
T031331,U0129,APPLEPAY *YANBU_FUEL_STATION 58348,-188.22,SAR,2025-11-02T13:17:24,pos,,purchase,M0249,Yanbu Fuel Station,transport,,False,False,False,"[""known_pattern"", ""prefix_inject"", ""id_inject""]",,False,True
T031443,U0033,MADA RC7,-46.14,SAR,2026-06-11T10:02:55,ecom,,purchase,M0019,Ryd Cinema 75,entertainment,,False,False,False,"[""abbreviate"", ""prefix_inject""]",,False,True
T031458,U0012,REF#00000000,-188.12,SAR,2026-02-24T20:42:09,pos,,purchase,,,,,False,False,False,"[""garbage""]",,False,True
